地点名称,类型,经度,纬度,情绪权重,地址,POI编码
世纪东方购物中心,购物中心,118.162663,36.185787,0.7,[],B0FFHWQJ8O
淄博世茂广场,购物中心,117.985790,36.820734,0.7,心环西路与荣一路交叉口东180米,B0JG27FJ2G
茂业百货(泰客荣店),购物中心,118.302802,36.813754,0.7,桓公路101号,B02150QG4K
茂业百货-北区,购物中心,118.296237,36.819238,0.7,石化大厦东路与化工城内环路交叉口东80米,B0FFLIITI0
兴隆商场,购物中心,118.059583,36.429981,0.7,沿河东路30号,B0FFFZXXQU
中国体育彩票,购物中心,117.959333,36.647242,0.7,张博路大桥北,B0KDORU9AF
银座商城(沂源店),购物中心,118.155451,36.186046,0.7,南麻镇历山国际大厦北京路南,B0FFJ0JMHY
金百盛商场,购物中心,117.854008,36.794975,0.7,东街68号,B0FFLIQXBR
义乌商城(博大广场店),购物中心,118.017503,36.822875,0.7,华光路与义乌路商城街交叉口西北80米,B0FFH80HH1
银泰·金街/时代广场,购物中心,118.035034,36.849708,0.7,高新区鲁泰大道9号(鲁泰大道与西五路交汇处),B0G1DKCXRC
淄博国际商贸城B馆,购物中心,117.995315,36.787933,0.7,昌国西路88号,B0FFHOVNVY
富源商城,购物中心,118.194450,36.189208,0.7,富源路与振兴路交叉口东北40米,B0KU3HCPV3
盛达商业广场B区,购物中心,117.863716,36.504063,0.7,金晶路与税务街交叉口西北100米,B0LGGL1QN7
自贸免税商城(建设中),购物中心,118.055953,36.845954,0.7,鲁泰大道辅路与天鸿路交叉口东南140米,B0FFI6IA5Q
淄博恒太城(装修中),购物中心,117.982957,36.823315,0.7,华光路331号,B0KR5SVJ1M
淄博陶瓷琉璃博物馆,文化场馆,117.986800,36.827607,0.6,联通路417号,B0FFL2Q5HP
山东理工大学,文化场馆,118.000702,36.810370,0.6,新村西路266号,B021504OS4
山东轻工职业学院,文化场馆,117.861480,36.773570,0.6,米山路30号,B0215046ML
齐鲁医药学院,文化场馆,117.917788,36.825047,0.6,大学城人民西路1678号,B0FFI7A087
山东农业工程学院(淄博校区),文化场馆,117.934861,36.845859,0.6,鲁泰大道西路6666号,B0FFKLXWQ7
淄博师范高等专科学校,文化场馆,117.896170,36.661055,0.6,淄川经济开发区唐骏欧铃路99号,B021503VQO
淄博会展中心,文化场馆,117.988167,36.833619,0.6,联通路310号,B0G2GALXYB
淄博职业学院(南校区),文化场馆,117.927048,36.828086,0.6,联通路,B021503YLX
淄博市博物馆,文化场馆,118.038234,36.804010,0.6,商场西街153号,B021502YO7
海岱楼·钟书阁,文化场馆,117.988890,36.841714,0.6,齐盛湖公园内海岱楼(东北角),B0I2VS4154
山东理工大学东校区,文化场馆,118.039887,36.811417,0.6,共青团西路86号甲27号,B02150QGN3
齐文化博物馆,文化场馆,118.364788,36.813558,0.6,临淄大道308号,B0FFHPMGV2
淄博职业技术大学西校区,文化场馆,117.920470,36.836555,0.6,北郊镇联通路西首,B02150Q82Q
山东水利技师学院,文化场馆,117.893721,36.654078,0.6,松龄西路498号,B02150Q6JP
淄博职业技术大学北校区,文化场馆,117.932961,36.836518,0.6,联通路506号,B02150Q82O
淄博市技师学院,文化场馆,118.028709,36.819372,0.6,世纪路124号,B02150491C
淄博中学,文化场馆,118.120439,36.831177,0.6,中润大道东首295号,B02150Q85O
淄博实验中学,文化场馆,118.008153,36.801282,0.6,张周路11号,B021503BR8
淄博市图书馆,文化场馆,117.986592,36.828890,0.6,联通路437号,B021503KBY
淄博职业技术大学,文化场馆,117.932027,36.833810,0.6,联通路506号,B0H12793QR
中共淄博市委党校,文化场馆,117.922033,36.847674,0.6,深圳路2199号,B0I3ZUUR71
山东铝业职业学院,文化场馆,118.048078,36.755520,0.6,花园路8号,B021501B5A
山东省淄博第十一中学,文化场馆,118.058549,36.850697,0.6,柳泉路北首119号,B021502X3W
淄博高新区外国语学校,文化场馆,118.124979,36.830867,0.6,中润大道297号,B0FFHFSIUV
淄博市临淄中学,文化场馆,118.341718,36.834299,0.6,学府路1001号,B021504BQP
淄博市科技馆,文化场馆,117.986156,36.828007,0.6,淄博市文化中心内,B0G1ZZ544F
山东工业职业学院,文化场馆,118.081232,36.886530,0.6,果里镇张北路69号,B0FFHH7CBI
山东轻工职业学院(文昌湖校区),文化场馆,117.864573,36.720544,0.6,正阳路文昌大道路口西南角,B0J26UQG30
淄博陶瓷琉璃国艺馆,文化场馆,117.986224,36.826285,0.6,华光路淄博市文化中心,B0HUOAEBJ2
山东工业职业学院北区,文化场馆,118.081257,36.886581,0.6,东泰路与张北路汇处向西南,B02150QO18
山东省淄博第五中学,文化场馆,118.063129,36.791132,0.6,洪沟路6号,B021504145
山东省淄博第六中学(总校区),文化场馆,117.826289,36.799133,0.6,育才路2号,B021504K9S
山东省淄博第七中学,文化场馆,118.307753,36.801229,0.6,南二路80号,B021501C28
沂源第一中学,文化场馆,118.202762,36.204404,0.6,新城路985号,B021503Y53
周村区第三中学,文化场馆,117.878606,36.796485,0.6,太和路388号,B021504K11
中国课本博物馆,文化场馆,118.107847,36.831431,0.6,中润大道255号,B0FFHB82H3
般阳中学,文化场馆,117.915619,36.656604,0.6,苏相路1号,B02150R49R
淄博齐盛高级中学,文化场馆,117.976779,36.852334,0.6,房镇镇南范路淄博新区,B0FFKFIV7F
淄博市综合训练基地,文化场馆,117.832393,36.743439,0.6,[],B0GK4SNIQE
山东煤炭技术学院,文化场馆,117.985255,36.635242,0.6,淄矿路123号,B021503VGU
鲁中安全生产考试中心,文化场馆,118.125613,36.838574,0.6,鲁泰大道179号,B0FFKJJ5UX
张店区第八中学,文化场馆,117.996954,36.825344,0.6,华光路298号,B02150R0J1
山东省高青一中,文化场馆,117.849096,37.174481,0.6,黄河路7号,B021503YT9
齐德学校,文化场馆,117.989599,36.803053,0.6,北京路西城尚苑小区对面,B0FFJKQSMR
淄博市博山中学,文化场馆,117.843168,36.513238,0.6,珑山路附近,B021501C49
淄川中学,文化场馆,117.965915,36.633984,0.6,颐泽将军大道205号,B021501C3D
淄博市张店区实验中学,文化场馆,118.025832,36.799455,0.6,世纪路36号,B021501C26
淄博第四中学,文化场馆,117.964349,36.648354,0.6,淄城路540号,B021501C3C
周村区第二中学,文化场馆,117.859542,36.803863,0.6,丝绸路58号,B02150434O
淄博柳泉中学,文化场馆,117.977727,36.819203,0.6,人民西路,B0FFH0YJLU
山东淄博机电工程学校,文化场馆,117.856807,36.839902,0.6,丝绸路2691号,B02150Q8EU
山东省淄博市工业学校,文化场馆,118.304134,36.831665,0.6,齐兴路102号,B021501B1A
山东省桓台第一中学,文化场馆,118.072887,36.960668,0.6,中心大街2850号,B021501C14
淄博市技师学院经开校区,文化场馆,118.051685,36.770831,0.6,张南路101号,B021502CG2
山东理工大学信息楼,文化场馆,118.004206,36.808630,0.6,新村西路西首山东理工大学,B02150R3UG
高青燕园学校,文化场馆,117.800862,37.170935,0.6,黄河路与东邹璐交叉口以西,B0FFKC3Y5W
淄博市技师学院(东校区),文化场馆,118.080531,36.808427,0.6,人民东路43号,B0FFG1J9US
山东省淄博第十八中学,文化场馆,118.055517,36.818262,0.6,潘南西路18号,B021501C21
万杰朝阳学校,文化场馆,117.852329,36.544411,0.6,205省道附近,B0FFGAP3PN
淄博第十五中学,文化场馆,117.999981,36.621757,0.6,淄博第十五中学,B021503YMS
淄博市张店区齐盛学校,文化场馆,117.975330,36.836168,0.6,中润大道南,B0FFHUHDRP
山东省淄博第十七中学,文化场馆,118.035689,36.810219,0.6,十七中北街1号,B021501C25
张店区重庆路中学,文化场馆,118.008215,36.844799,0.6,盛湖路与重庆路小学东路交叉口东北140米,B0HA6XF3R2
淄博市周村区实验中学,文化场馆,117.844915,36.787422,0.6,周隆路1307号,B021504434
淄博建筑工程学校,文化场馆,118.106771,36.967138,0.6,建设街2252号,B021503YLK
张店区第七中学,文化场馆,118.031440,36.818856,0.6,北西六路57号,B021501C27
淄博信息工程学校,文化场馆,118.067903,36.805023,0.6,共青团东路27号,B02150QABF
淄博东方双语学校,文化场馆,118.071636,36.808338,0.6,人民东路16号,B021501B07
临淄中国古车博物馆,文化场馆,118.387478,36.836550,0.6,齐陵镇后李村188号,B021500225
张店区第九中学,文化场馆,118.022021,36.815689,0.6,人民西路126号,B0FFFV6KCJ
淄博高新区实验中学,文化场馆,118.128522,36.830556,0.6,张店区高新区中润大道299号,B0FFIBCGE8
山东沂源二中,文化场馆,118.149219,36.176860,0.6,南麻县城鲁阳路29号,B021501C4C
山东省淄博第一中学,文化场馆,117.857863,36.507922,0.6,翰林路6号附近,B0FFHU7V9W
祥瑞园小学,文化场馆,118.010582,36.824284,0.6,马尚街道南京路77号,B021504AOG
山东药品食品职业学院淄博校区,文化场馆,118.030617,36.806068,0.6,商场西街74号,B021502X5Y
淄博理工学校,文化场馆,117.984673,36.645065,0.6,般阳路街道松龄东路246号,B0FFI7G6BZ
张店区重庆路小学,文化场馆,118.006566,36.842239,0.6,重庆路与盛湖路交叉口东南角,B0FFH1FJ4P
临淄实验中学,文化场馆,118.281588,36.817591,0.6,桑坡路177号,B021501B1B
淄博国际会展中心,文化场馆,117.996092,36.790779,0.6,昌国路88号,B021503TFY
张店区绿杉园小学,文化场馆,118.046686,36.832088,0.6,环翠路10号,B021504NLZ
张店区第一中学,文化场馆,118.043795,36.795111,0.6,和平路7号,B021501C24
淄川经济开发区实验学校,文化场馆,117.933931,36.657577,0.6,雁阳西路1009号,B0FFIAXCBO
沂源县沂河源学校,文化场馆,118.190142,36.195699,0.6,鲁山路109号,B0G1D1JSTJ
山东淄博鲁才高级中学,文化场馆,117.753424,37.137380,0.6,花沟镇政府斜对面,B0FFG1GO1I
淄川二中,文化场馆,117.978648,36.655917,0.6,淄城东路45号,B021503W0E
淄博市建筑设计研究院有限公司,文化场馆,118.053384,36.812807,0.6,公园街道人民西路15号,B0215015C3
淄博经济开发区实验学校,文化场馆,118.029182,36.772790,0.6,西五路与海岱大道交汇处,B0G2DSN2H2
淄博市体育运动学校,文化场馆,117.919092,36.808320,0.6,[],B0GKCZSDTQ
博山区第一中学,文化场馆,117.848509,36.495344,0.6,李家窑北街54号,B021503X5P
淄博第十中学,文化场馆,117.905264,36.581359,0.6,S326(淄博十中校内操场以北),B021503WVS
淄博市高新区第一中学,文化场馆,118.036423,36.855487,0.6,兰雁大道,B0FFGZSY59
中共沂源县委党校,文化场馆,118.195050,36.201654,0.6,新城路委党校(沂源第二实验幼儿园东北),B02150R1YL
临淄足球博物馆,文化场馆,118.367909,36.813655,0.6,临淄大道308号,B021503U3C
淄博世纪英才外语学校,文化场馆,118.065000,36.842399,0.6,万杰路116号,B02150449X
博山实验中学,文化场馆,117.859332,36.509801,0.6,白虎山路33号,B021503YNI
山东省桓台第二中学,文化场馆,118.072550,36.952882,0.6,渔洋大街5166号,B021504EHP
桓台县城南学校,文化场馆,118.084252,36.940475,0.6,赵家南路与赵家西路交汇处,B02150R2VJ
萌水中学,文化场馆,117.910734,36.726563,0.6,萌水镇杨萌路南,B021503UBX
淄博瀚文学校,文化场馆,118.033707,36.642932,0.6,朝阳街西400米,B0GROC6PC9
淄博大学城实验中学,文化场馆,117.923755,36.822727,0.6,柳园路3号,B0G01STTIH
齐鲁石化公司党委党校,文化场馆,118.284505,36.817216,0.6,桓公路11号,B02150Q6IQ
玉黛湖·中国淄博花灯艺术节,文化场馆,118.148659,36.804574,0.6,湖田街道玉黛湖风景区南门,B0JKGC6NJB
桓台县红莲湖学校,文化场馆,118.067082,36.942338,0.6,桓台大道4199号,B0GUGA1DXG
凯瑞小学,文化场馆,118.014388,36.810389,0.6,祥和路7号,B021504DU3
淄博市文化馆,文化场馆,117.986080,36.827249,0.6,联通路417号,B02150QLL5
美博·嘉汇文具,文化场馆,118.002060,36.804644,0.6,重庆路与新村西路交叉口,B0FFFTE42H
高青县第五中学,文化场馆,117.881124,37.151187,0.6,千乘路和238省道交汇处附近,B0FFGUG2E7
淄博职业技术大学东校区,文化场馆,117.934290,36.830090,0.6,联通路(西段)5188号,B0K2KMWUOI
临淄二中,文化场馆,118.304006,36.837102,0.6,学府路一号,B021501C18
中共高青县委党校,文化场馆,117.849188,37.155973,0.6,乐安路南千乘湖生态文化园东南,B0FFKOWC28
黄河楼博物馆,文化场馆,117.889672,37.259592,0.6,黄河河务局刘春家河务段东侧280米,B0J6NCPII6
淄博市育才中学,文化场馆,117.969795,36.641159,0.6,般阳路66号,B021504FIO
英才中学,文化场馆,118.302649,36.793456,0.6,新店管仲路27号,B02150QH0F
山东省博山电力技工学校,文化场馆,117.858580,36.478547,0.6,南神头1号13,B02150449O
汇通消防培训,文化场馆,118.090384,36.822305,0.6,联通路扬帆路路口东80米,B0FFKYQGCX
淄川实验中学松龄东路,文化场馆,117.974332,36.647764,0.6,松龄路街道吉祥生活区42号楼,B021501C32
张店区第三中学,文化场馆,118.057250,36.807199,0.6,金晶大道西4巷3号,B021501C1F
博山陶瓷琉璃艺术博物馆,文化场馆,117.859607,36.499158,0.6,西冶街南首17号艺缘阁院内,B021504IJM
张店区铁路小学,文化场馆,118.039572,36.790786,0.6,王舍路,B021502YAD
张店区第二中学,文化场馆,118.070757,36.808516,0.6,人民东路14号,B021501C22
淄博科技学校,文化场馆,117.874682,37.149148,0.6,南环路21号,B0G3AK7XAY
淄博高新区第一小学,文化场馆,118.070519,36.844717,0.6,南营路与金晶大道交叉路口往西约100米,B02150QR7I
傅山自然地质博物馆,文化场馆,118.132336,36.878484,0.6,万松山路与鲁山大道交叉口西南225米,B0HUZCJ94F
山东淄博新元学校,文化场馆,118.053855,36.819376,0.6,柳泉路224号,B021501AF7
临淄一中,文化场馆,118.313495,36.812152,0.6,桓公路173号,B0215048LE
东方实验学校,文化场馆,118.078156,36.821028,0.6,联通路与东四路交叉口西南角,B0FFHD227Z
周村城北中学,文化场馆,117.861555,36.842978,0.6,城北路1595号,B02150QPD5
淄博高新区华侨城小学,文化场馆,118.035677,36.839421,0.6,裕桥花园19号商铺,B0FFFDFF6U
淄博外国语实验学校,文化场馆,117.987589,36.636598,0.6,文化路文汇街28号,B0H2YCXY1B
杨寨中学,文化场馆,117.992787,36.712631,0.6,东环路,B0FFILK82S
临淄区淄江中学,文化场馆,118.345542,36.812707,0.6,花园南路与齐都路交叉口东北240米,B0FFI8C2YF
张店区齐润小学,文化场馆,118.002303,36.819910,0.6,林泽街,B0G3VYDRWJ
张店区实验小学,文化场馆,118.016861,36.801754,0.6,金鑫街与名仕街交叉口西北140米,B0FFFTHEE5
淄博柳泉艺术学校,文化场馆,118.077172,36.813576,0.6,东三路36号,B021504O1Q
桓台县第二小学,文化场馆,118.093883,36.955014,0.6,镇南大街760号,B021501B9A
张店区盛湖小学,文化场馆,117.983951,36.845121,0.6,盛湖路268号,B0I13ANXG3
桓台县实验中学,文化场馆,118.103854,36.964247,0.6,建设街2533号,B021503YL3
沂源县大张庄中学,文化场馆,118.031824,36.045896,0.6,大张庄镇,B021503YDK
山东工业职业学院(南区),文化场馆,118.081115,36.883895,0.6,高新技术开发区张北路69号,B021501B46
桓台县渔洋中学,文化场馆,118.103492,36.947909,0.6,渔洋街1819号,B0FFJX87JG
淄博张店建桥实验学校,文化场馆,118.031465,36.820234,0.6,北西六路59号,B021504MYY
淄博市张店区第六中学,文化场馆,117.998020,36.769038,0.6,南重庆路166号,B0FFF2R5YP
周村区正阳路小学,文化场馆,117.863684,36.819077,0.6,青年路街道西马村,B0FFGB0IH1
淄博市临淄三中,文化场馆,118.351663,36.846201,0.6,齐都路2号,B02150QNPN
临淄区雪宫中学,文化场馆,118.302392,36.815593,0.6,雪宫路343号,B0215048L6
张店区莲池学校,文化场馆,118.031351,36.830007,0.6,联通路121-甲8附近,B0215030GZ
淄博张店东方双语学校,文化场馆,118.001771,36.799963,0.6,重庆路与和平路交汇处北100米路东,B0FFGJY7JT
淄博市张店区铝城第一中学,文化场馆,118.040937,36.748754,0.6,花园路30号,B021504G32
王村醋博物馆,文化场馆,117.719747,36.681168,0.6,兴华路(银座酒墅南),B021504K7G
磁村中学,文化场馆,117.838890,36.620760,0.6,昆仑镇,B021503V06
淄博师专附属中学,文化场馆,118.004382,36.638287,0.6,淄矿北路,B0FFI6V65M
滨州医学院淄博教学基地,文化场馆,118.055554,36.807226,0.6,西二路209号,B0215043BK
淄博电子工程学校,文化场馆,118.152562,36.187551,0.6,振兴西路1号,B0FFJUWC7K
淄博市老年大学,文化场馆,118.043279,36.808417,0.6,共青团路86号,B021501B5B
桓台博物馆,文化场馆,118.096944,36.959551,0.6,中心大街796号,B021500228
博山区第六中学,文化场馆,117.869513,36.503004,0.6,青龙山路51号,B021501C39
和平小区小学,文化场馆,118.039303,36.799736,0.6,和平四路26号,B0215030G7
淄博市实验幼儿园,文化场馆,117.977691,36.820993,0.6,马尚街道汇文路1号,B0FFJ01S8C
高青县第三中学,文化场馆,117.835980,37.195713,0.6,田翟路6号,B021503YJI
焦裕禄精神教学基地,文化场馆,117.991743,36.438656,0.6,317省道与洪崖路交叉口东300米,B0FFKZEBUM
华润实验小学,文化场馆,118.064116,36.801975,0.6,东一路小学42号,B0FFFW9E07
潘庄高级中学,文化场馆,118.060365,36.823397,0.6,迎春街与联通路交叉口南360米,B0HRBAWBRZ
桓台一中附属学校,文化场馆,118.069779,36.959617,0.6,中心大街,B021504DOK
南定小学,文化场馆,118.052121,36.741479,0.6,南定镇,B021501BB3
张店区上海路小学,文化场馆,117.974778,36.819207,0.6,香港路177号,B0I1BCXTPE
淄川区实验小学南校区,文化场馆,117.964219,36.625985,0.6,文峰路42号附近,B0FFGJY7XZ
德扬学校,文化场馆,117.981468,36.911981,0.6,张田路1008号,B0I3OU5SH1
淄博宝鑫新经典学校,文化场馆,118.100999,36.818062,0.6,四宝山街道办事处尚庄村,B021504ACE
高青县实验中学,文化场馆,117.819735,37.165726,0.6,青城路88号,B021503QFM
太公小学,文化场馆,118.335491,36.816887,0.6,天齐路67号,B02150QZ02
人民东路小学,文化场馆,118.064812,36.810418,0.6,人民东路4号,B0215024O8
淄博市特殊教育中心,文化场馆,118.099177,36.820103,0.6,张店区高新区四宝山办事处宝鑫路10号,B02150QOW6
沂源振华实验学校,文化场馆,118.182272,36.210307,0.6,南麻镇翡翠山居七期,B0FFJGL2IF
淄博博苑实验幼儿园,文化场馆,117.999673,36.819831,0.6,林泽花园东区南门,B0FFGFPY4N
淄博市张店区南定中学,文化场馆,118.046504,36.742334,0.6,崔军南定中学,B021501C34
山东省桓台世纪中学,文化场馆,118.108796,36.959324,0.6,索镇街道索镇大街1476号,B021501C15
雁阳小学,文化场馆,118.001471,36.653546,0.6,雁阳路,B0G1RU0L33
北关小学,文化场馆,117.968487,36.650962,0.6,华洋街,B021503YN4
临淄区稷下小学,文化场馆,118.315531,36.810223,0.6,闻韶街道稷下路6号,B0FFIARD0H
陈庄.唐口西周遗址博物馆,文化场馆,117.802213,37.072720,0.6,花沟镇陈庄村陈庄唐口,B0FFKHFWZL
淄博市烧烤博物馆,文化场馆,118.045243,36.829379,0.6,科苑街道便民市场a-32,B0KAYO3HLD
山东职业技工学校(章丘校区),文化场馆,117.703625,36.676497,0.6,职科路001号,B0IUS77W6T
淄博高新区实验小学,文化场馆,118.060463,36.831419,0.6,华瑞园一号楼一单元202号,B021501BD2
淄博市农业科学研究院(商场西街),文化场馆,118.030106,36.804568,0.6,商场西街197号,B02150447H
山东齐鲁武校,文化场馆,118.160609,36.698077,0.6,金山镇,B0FFFVMRPP
周村区市南路小学,文化场馆,117.854538,36.788305,0.6,市南路1号,B0FFFX9X7A
高青县第二中学,文化场馆,117.826388,37.168863,0.6,文化路17号,B021501C57
高青县中心路小学,文化场馆,117.835773,37.157631,0.6,中心路60号,B021501B94
雪宫小学,文化场馆,118.303573,36.818514,0.6,太公路21号,B021504CTW
淄博高新区第三小学,文化场馆,118.032424,36.868789,0.6,南石路与裕民路交叉口北360米,B0FFI73VQV
八大局博物馆,文化场馆,118.063569,36.809082,0.6,金晶大道东二街八大局广场一楼南门,B0KDZ9T5JN
淄川区商城路小学,文化场馆,117.956978,36.649593,0.6,华齐街4号,B021501BAE
临淄实验小学,文化场馆,118.301520,36.810601,0.6,雪宫路321号,B021501BA9
桓台实验学校,文化场馆,118.082203,36.967572,0.6,建设街4756号,B021503YLG
桓台县鱼龙中学,文化场馆,118.101559,37.065400,0.6,荆夏路1700号,B021503RDJ
高青双语学校,文化场馆,117.860078,37.158281,0.6,乐安路与238省道交叉口南100米(易视康视力保护中心西),B02150QNOZ
朱台中学,文化场馆,118.248111,36.940042,0.6,朱台镇朱台路39号,B0FFFZYBME
潘南小学,文化场馆,118.059069,36.815301,0.6,潘南西路9号,B0215024Z8
淄博高新区黉门文化艺术学校,文化场馆,118.052261,36.856862,0.6,张店区高新区泰美路211号,B0KA4UDYNQ
北苑小学,文化场馆,118.018256,36.844471,0.6,盛湖东路与西八路交叉路口往东北约260米,B0GKBBBWEE
张店区文苑学校,文化场馆,118.057396,36.770116,0.6,南定镇朝阳路9号,B0215030IA
淄博市张店区第四中学,文化场馆,118.088207,36.753633,0.6,沣水镇城东路1号淄博市张店区沣水中学附近,B0FFGO6RQD
沂源县历山中学,文化场馆,118.161848,36.191321,0.6,历山路17号,B0FFFH0B96
淄博稷下实验学校,文化场馆,117.965198,36.816474,0.6,人民西路与济南路交叉口西南220米,B0KR6MXNSO
公园新村小学,文化场馆,118.045659,36.805159,0.6,商场西街16号,B0215048D5
沂源四中,文化场馆,118.249974,36.217228,0.6,朝阳路附近,B0FFFZY1VY
高青县第四中学,文化场馆,117.812928,37.172148,0.6,黄河路127号,B021504EEF
淄博市美达菲双语高级中学,文化场馆,117.966026,36.815861,0.6,人民西路与济南路交叉口西南100米,B0H3YS6PUQ
齐鲁化工区金山安全实训中心,文化场馆,118.275895,36.756892,0.6,淄江路1618号,B0J2X7NIWZ
淄博和平学校,文化场馆,117.824973,36.791633,0.6,和平路388号,B021504K66
鲁中晨报,文化场馆,118.058442,36.837798,0.6,柳泉路286号晨报大厦1层,B0215043NI
中国石化齐鲁石化公司培训中心,文化场馆,118.283599,36.815594,0.6,桓公路11号,B021504DJQ
中共淄川区龙泉镇台头村委员会,文化场馆,117.969534,36.573948,0.6,龙泉路与天台山路交叉口东北360米,B02150QKTB
淄博市张店区融媒体中心,文化场馆,118.045100,36.796042,0.6,和平路与柳泉路交叉口西160米,B0FFKJPAPM
淄博高新区第二小学,文化场馆,118.071541,36.876427,0.6,化北路南100米,B0FFGIFMBQ
中德智能制造产教融合示范基地,文化场馆,118.112588,36.830991,0.6,中润大道277号,B0HRZUOZTP
湖田考场,文化场馆,118.115840,36.795345,0.6,新村东路与阳光路交叉口东380米,B0KKS53XUW
淄川区实验小学,文化场馆,117.982993,36.639028,0.6,文汇街1号,B02150Q78H
周村区中小学生社会实践基地,文化场馆,117.859928,36.840135,0.6,丝绸路2691号马路对过,B02150Q8EP
张店区兴学街小学,文化场馆,118.054491,36.794399,0.6,西二路18号,B021501BA0
淄博市体育中心,体育场馆,117.986362,36.813229,0.7,人民西路321号,B021504LJJ
山铝体育馆,体育场馆,118.044187,36.755264,0.7,南定五公里路1号,B02150Q72A
桓台县文化体育中心,体育场馆,118.082319,36.946522,0.7,桓台大道2998号(近柳泉北路),B02150QKXH
淄川齐梦乐华梓潼山滑雪场,体育场馆,118.029397,36.667973,0.7,藏梓村村委东南300米,B0IKD78RZT
齐都体育城,体育场馆,118.300503,36.827581,0.7,临淄大道849号,B021504DKO
淄博市体育中心体育场,体育场馆,117.988560,36.813629,0.7,人民西路321号,B021504LJI
贝特城多元运动中心蹦床公园(淄博店),体育场馆,118.001073,36.786047,0.7,西九路客运中心5层,B0FFKN7900
816私教健身俱乐部(福园店),体育场馆,118.026340,36.806500,0.7,公园街道福悦南街43号甲53号,B0JB2RW3L7
云川羽毛球俱乐部,体育场馆,118.096937,36.936719,0.7,张北路赵家南路路口南150米路东顺达加油站对面,B0K2LUOXC0
梓橦山滑雪场,体育场馆,118.028732,36.666134,0.7,双杨镇藏梓村,B0J6MZDG0N
V8乔氏台球,体育场馆,118.042351,36.815814,0.7,新世界商业步行街北段31号,B0FFF3NTLW
陶涛羽毛球训练营(利群时代广场店),体育场馆,118.047869,36.801870,0.7,柳泉路29号利群时代柳泉路店F1层,B0FFFPKAKS
鲁泰体育场,体育场馆,117.982651,36.639185,0.7,鲁泰文化路500号,B02150SNTJ
壹加壹台球网咖(商业步行街店),体育场馆,118.041919,36.807328,0.7,新世界商业街8号壹世界数码广场二楼北侧,B0FFI7R6S9
惊宇动力健康管理中心·游泳健身,体育场馆,117.997351,36.790241,0.7,昌国路淄博国际会展中心C馆东首,B0FFGBNGJU
优壹佳健身(和平店),体育场馆,118.043127,36.796625,0.7,和平路10-8号(张店一中对面),B0FFHME94D
K+桌球俱乐部(淄博鑫马吾悦广场店),体育场馆,118.003242,36.825405,0.7,鑫马吾悦广场一层东北角,B0J6N5MU3B
鼎冠鑫星台球俱乐部,体育场馆,118.047840,36.806456,0.7,钻石商务大厦2楼,B0K07CKO3Z
亨泰台球,体育场馆,118.043260,36.807013,0.7,新世界商业街南段墨客酒店东50米路北二楼,B0KDSHTQCF
淄博终结者台球俱乐部(旗舰店),体育场馆,118.018569,36.823640,0.7,义乌路商城街8号2楼,B0K1N1BW86
淄博市体育场游泳馆,体育场馆,117.983437,36.813185,0.7,人民西路321淄博市体育中心,B021504D3M
观德射箭馆(利群时代广场店),体育场馆,118.047589,36.802083,0.7,柳泉路29号利群时代三楼,B0I1ZAJBV4
张店区体育馆,体育场馆,118.036155,36.796165,0.7,和平路19号,B021501AD3
齐羽体育羽毛球馆,体育场馆,118.051620,36.844280,0.7,泰美路与向阳路交叉口东南120米,B0G1P4JZ6S
北极星羽毛球馆(新馆),体育场馆,118.273701,36.803555,0.7,康平街西85号,B0K2D7F29G
优壹佳健身(华光路店),体育场馆,118.042423,36.820796,0.7,华光路93号裕祥综合楼六楼西半边,B0FFIINSYG
天行健健身会所,体育场馆,118.004368,36.836872,0.7,重庆路方正凤凰国际B1层,B0FFH39ERR
鑫动·路人王篮球公园,体育场馆,118.062437,36.839218,0.7,政通路151号,B0IRRCDA5W
智德羽毛球馆,体育场馆,117.998564,36.792108,0.7,北京路王舍路博发水产蔬菜交易中心一号楼负一层,B0FFHRYX41
0533乔氏台球会所,体育场馆,118.052345,36.805821,0.7,王府井大街景观直达电梯五层,B0G307K8DW
悦动乒乓球,体育场馆,118.026732,36.808963,0.7,共青团西路136号金茂大厦商铺B1,B0I0LA9DR5
淄博市体育中心综合体育馆,体育场馆,117.984612,36.814996,0.7,人民路和北京路西南方向,B021504D3L
石家班台球俱乐部,体育场馆,118.032648,36.836346,0.7,中润大道20西南方向50米,B0KUF5Y071
山铝游泳馆,体育场馆,118.042806,36.754588,0.7,南定镇西山路,B021502X8C
优壹佳健身(东三路店),体育场馆,118.073359,36.797066,0.7,东三路29号里程花园小区C-1号3-4层,B0FFIP13ZQ
FlowPace(鼎成店),体育场馆,117.993628,36.822947,0.7,鼎成大厦14楼12号(华光路与北京路交叉口),B0I23C02RA
创濠体育健身综合体,体育场馆,118.048859,36.842444,0.7,泰美路11号,B0FFKTK3AQ
波力羽毛球馆,体育场馆,117.990499,36.623640,0.7,淄矿路与将军路红绿灯交叉口向南140米,B02150SIUC
沐羽高端羽毛球俱乐部,体育场馆,118.058909,36.878093,0.7,鲁信路1118号,B0K2LROKON
高青县体育馆,体育场馆,117.819004,37.168893,0.7,黄河路107号,B021501AD9
lv台球器材店,体育场馆,118.023503,36.793153,0.7,房家艺术村一号大院a6栋,B0JAHMECIZ
经开区可奕羽毛球馆,体育场馆,118.089133,36.757848,0.7,城东路21号院内,B0J215GYN1
